Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
1,0,1,9.019730053,22,0,2,0,0,0,1,1.036656834
1,1,1,2.015056879,11,0,2,0,0,0,0,1.617460207
0,0,1,14.15045638,26,0,3,0,0,0,0,0.865945542
1,0,1,0.623498182,21,0,4,0,1,0,0,1.320245987
1,2,2,17.40393381,24,0,2,1,0,0,1,1.259764683
1,0,3,2.773050582,28,0,2,1,0,0,0,0.081573184
1,0,4,2.546237575,16,0,2,0,1,1,0,1.689673085
0,1,2,3.513445959,26,0,3,0,0,0,1,0.46042165
1,1,1,19.20532717,1,0,1,1,0,0,0,3.577043897
1,1,1,13.86338721,12,0,2,1,0,0,0,2.087872127
0,0,3,16.02743071,0,0,3,1,0,0,0,3.369584362
0,0,2,7.952699715,25,0,0,0,0,0,0,0
1,2,2,6.72625455,27,0,1,0,0,0,0,0.094651592
0,1,2,4.689680136,18,0,3,0,1,0,0,1.405315628
1,2,2,9.612960566,10,0,1,0,0,0,0,1.87826418
1,2,3,11.03657467,4,0,2,1,0,0,0,2.87190477
0,2,0,12.63549687,0,1,2,0,0,0,0,3.70794804
1,0,2,5.14237008,19,0,2,0,0,1,0,1.174868091
1,0,3,18.97308162,29,1,1,1,0,0,0,0.995449642
1,2,1,3.395169964,12,1,4,0,1,0,0,2.528711257
1,0,2,19.3130635,7,0,0,1,1,0,0,2.59683449
0,0,1,0.29712245,5,0,3,0,0,0,0,2.460606774
0,2,4,9.622513836,28,1,0,0,0,0,0,0.547780724
1,2,0,6.667356762,16,0,2,0,1,0,0,1.803054427
0,0,2,8.982468279,11,1,1,0,0,0,0,2.309975848
1,0,1,11.41329158,0,0,1,0,0,0,0,3.093363943
1,0,2,8.71178316,2,0,1,0,0,0,0,2.615900724
1,2,1,8.296937006,13,0,2,0,1,0,0,2.276918318
1,3,1,14.65446831,25,0,2,1,0,0,0,1.051531526
1,0,2,13.7175255,7,0,1,0,1,0,0,2.747706159
0,0,3,16.66542564,10,0,4,0,0,0,0,2.621670104
1,2,1,4.999179625,26,1,1,0,0,0,0,0.243298094
0,0,1,12.1905702,13,1,2,0,0,0,0,2.194706521
0,1,2,11.70389571,7,0,1,0,0,0,1,2.639906488
1,3,2,7.394756217,28,1,2,0,1,0,0,0.833493418
1,0,3,9.721150838,2,1,3,0,0,0,0,3.402401591
1,1,1,6.275642866,6,1,2,0,0,1,0,2.616291695
1,0,2,2.836887952,27,0,1,0,0,0,0,0.339715385
1,0,1,4.276024213,18,1,1,1,0,0,1,1.69772878
0,2,1,2.110272928,3,0,3,0,0,0,0,2.356856807
1,0,2,13.6613915,24,0,1,0,0,0,0,0.84562484
1,3,2,13.21454786,15,1,2,1,0,1,0,2.246545273
0,1,2,19.01212743,12,0,1,1,1,0,0,2.478699183
0,0,1,14.59356827,19,0,1,1,0,1,1,1.374288283
1,0,2,1.040916775,18,1,1,0,1,0,0,1.355381045
0,0,2,17.68490348,4,0,3,1,0,0,0,3.06049075
1,0,4,17.25350326,22,1,3,1,0,0,0,1.556957122
0,0,1,8.866406415,4,1,2,1,0,0,0,3.219531248
0,0,1,11.71726101,19,0,1,0,1,0,0,1.150153548
1,0,1,19.52156665,23,0,2,0,0,1,1,1.321429302
0,2,2,10.64608728,3,1,2,1,1,0,0,3.491326588
0,1,1,18.10643657,1,0,2,0,0,1,1,3.869586724
0,2,3,1.660775156,25,1,0,0,0,0,1,0.170463613
0,0,1,3.821037374,12,1,4,0,0,0,0,2.19738729
0,0,3,8.815098869,29,0,2,0,0,0,0,0.021155583
0,1,1,11.69513617,15,0,4,0,0,1,0,2.386799507
1,0,2,16.32455704,21,1,0,0,1,0,0,1.361031288
1,0,3,19.7652423,1,0,1,1,1,0,0,3.51068089
0,2,1,7.777029929,18,0,1,0,1,0,0,1.43737075
1,2,4,0.948312723,16,1,3,0,1,1,0,1.804417459
1,1,2,16.02343007,4,1,2,1,1,0,0,3.262269864
1,0,3,12.08761438,24,0,3,0,1,0,0,1.169658238
0,2,2,3.970857177,17,0,3,0,0,0,0,1.401550934
1,1,1,9.896569132,27,0,3,0,0,1,0,0.549601825
0,2,1,14.84620491,22,1,3,0,0,0,0,1.516508268
1,2,1,15.40823574,20,1,3,0,0,0,0,2.032219512
0,2,0,9.99236824,17,1,3,1,1,0,0,2.289299775
0,1,1,6.104290603,7,0,2,1,0,0,0,2.086687741
1,0,1,19.47485164,26,1,3,1,0,0,1,1.66766699
1,1,2,13.26725222,14,1,3,0,0,0,0,2.595889051
0,1,2,8.164750387,12,0,2,0,0,0,0,1.950769177
1,2,1,5.609264484,12,0,4,0,0,0,0,2.102541899
1,0,1,14.62205966,15,1,0,0,0,0,0,1.3791672
1,0,2,4.843668912,21,0,2,0,0,0,0,0.67219968
0,2,1,3.434199779,19,0,1,1,0,1,0,1.141638567
0,2,0,10.59667778,12,0,1,0,0,0,1,1.621012115
1,3,1,5.799747853,19,0,3,0,0,0,1,1.122110973
1,2,3,12.5781029,1,0,4,0,0,0,0,3.402044108
1,1,3,2.358773497,2,0,3,0,0,0,0,2.683854739
0,1,1,13.09882209,14,1,4,1,0,1,0,2.996856279
0,2,2,5.66593056,22,1,1,1,1,0,0,1.284865711
1,1,2,0.004858689,18,1,1,0,0,0,0,1.201053303
1,1,2,2.538721153,12,0,2,0,1,0,0,1.978021718
1,0,2,18.67230756,4,1,3,1,1,0,1,3.83669864
1,0,2,17.34709278,25,1,0,1,1,0,0,1.179903407
1,2,1,4.672180641,21,0,4,1,0,0,0,1.54005946
1,0,0,15.56743809,5,0,3,0,0,0,1,3.158858262
0,0,2,12.17143186,13,0,4,0,0,0,1,1.752496836
1,0,3,19.41809423,3,1,2,0,0,0,0,3.045113482
0,0,2,7.472113191,21,0,2,0,1,1,0,1.165603946
1,0,3,13.62921225,18,1,3,1,0,0,0,1.785760791
1,0,4,1.270714448,22,0,3,0,1,0,0,0.841108717
0,3,1,7.924946936,6,0,1,0,1,0,0,2.397182558
0,1,2,19.27635322,3,1,4,0,0,0,0,3.576909015
0,0,2,10.77961749,1,0,3,1,0,1,0,3.225158275
0,0,4,5.757590067,26,0,0,0,0,0,0,0
1,1,4,2.405419263,6,1,1,0,0,1,0,2.806697764
0,0,2,14.0705668,2,1,2,1,0,0,0,3.42183767
1,2,1,12.89712087,14,0,2,0,1,0,1,2.105309279
0,1,2,7.478774272,0,0,3,0,0,0,0,3.160902091
1,2,1,19.01882704,1,0,0,0,0,0,0,2.99354156
1,0,2,0.44405626,9,1,3,1,0,0,0,2.490220426
1,1,3,6.074477033,15,0,3,1,0,1,0,2.13083278
1,0,1,18.42138973,24,0,1,1,0,0,1,0.838464873
1,3,2,6.418708766,27,0,2,1,0,1,0,0.676771033
1,1,2,5.045056677,14,1,1,1,0,0,0,1.735956512
0,0,2,10.6844082,23,1,1,1,0,0,0,1.254572618
1,0,1,16.476035,14,1,2,0,0,0,0,1.922688235
0,0,2,2.062935218,13,0,4,1,0,0,0,2.19199842
0,1,3,18.86041419,21,1,1,0,1,1,0,1.757523486
1,0,3,15.90145762,13,0,2,1,0,0,0,1.92410232
0,1,1,3.625005111,5,0,1,1,0,0,0,2.80797413
1,0,3,14.24015922,13,1,1,0,0,0,0,2.138772677
0,1,2,7.699174453,16,0,2,0,0,1,0,1.363841047
1,2,1,8.045893562,17,0,3,0,1,0,0,1.722726052
0,2,0,15.66580185,19,1,0,0,1,0,0,1.192108472
1,2,1,19.25569616,18,0,4,0,0,0,0,1.53478239
1,0,3,2.533117457,29,0,0,0,1,0,0,0.115243211
1,0,2,8.412604738,16,0,3,0,1,0,0,1.562359564
1,1,2,9.618832162,15,0,3,1,0,0,0,2.096032625
0,0,1,7.526236339,7,1,2,0,1,0,0,3.009238323
1,0,2,7.263782474,6,0,1,0,0,0,0,2.071108065
0,0,0,1.045373351,19,1,2,0,0,1,0,1.747356452
0,0,1,13.71077241,27,0,3,1,1,0,0,1.079867369
0,0,2,8.724288342,11,0,3,0,0,1,0,2.271400211
1,2,1,3.895876053,8,0,2,0,1,0,0,2.117233031
0,0,3,16.32067005,26,1,2,0,0,0,0,0.743592358
0,1,1,16.05121496,13,0,3,0,1,0,0,1.892745845
0,0,2,9.727832562,19,1,4,0,0,0,0,1.586464189
1,1,2,5.969013223,0,0,3,0,0,1,0,3.512322895
1,0,2,12.76185452,9,1,3,0,0,1,0,2.629211521
0,2,1,5.763042716,16,1,2,1,1,0,0,1.8366428
1,2,0,4.720158606,16,1,3,1,0,1,0,1.83435914
1,0,3,14.61029308,16,1,3,0,0,0,1,1.766055977
0,3,1,0.806504794,3,0,3,1,0,1,1,3.201710217
0,3,3,1.895369421,16,1,2,0,0,0,0,1.263890772
1,2,4,0.13576348,17,0,2,0,1,1,1,1.427724376
0,2,1,3.05886373,19,0,2,0,0,1,1,1.070707952
1,0,1,1.379800174,22,0,2,0,0,0,1,0.832717506
1,1,2,19.91604736,1,0,2,0,0,0,0,3.130222795
1,0,4,5.776199399,7,0,3,1,0,0,0,2.537098951
1,0,3,2.985360253,12,0,2,1,0,0,0,1.671076182
1,3,2,4.81992516,22,0,1,0,1,1,0,0.81655066
1,0,2,18.72251143,24,0,3,0,1,0,0,1.131402736
0,2,1,10.40320446,29,0,3,0,0,0,0,0.333154228
0,2,4,7.296361926,21,1,2,0,0,0,0,1.48906302
1,2,4,17.46782916,19,1,1,0,1,0,0,1.683330032
1,3,1,7.899805411,21,1,4,1,0,0,0,1.921942134
1,0,1,6.700171399,14,0,3,0,0,0,0,1.940006922
0,0,1,4.145650451,19,0,1,1,0,0,0,1.065848673
1,0,1,7.555936478,22,1,0,0,0,0,0,0.968986131
0,0,3,6.33368712,8,1,2,1,0,0,0,2.68614499
1,0,1,13.54607919,2,1,3,1,1,0,0,3.520612392
1,0,0,5.791654093,2,0,1,1,0,0,0,2.815973296
0,2,1,11.54399493,1,0,2,1,1,0,0,3.487510668
0,1,4,1.317843301,0,1,2,0,0,1,0,3.592128978
1,0,2,3.825783134,13,0,3,0,0,0,0,1.578441665
1,1,2,8.148105432,16,0,2,1,0,1,0,1.886008174
1,0,1,18.73898508,12,1,2,0,1,0,0,2.366010872
0,0,4,7.545039714,18,1,4,1,0,1,0,2.434934379
0,2,3,13.28148242,29,0,1,0,0,0,0,0.393186471
0,1,1,5.101744448,22,0,1,0,1,1,0,0.713267665
0,2,0,2.540671519,14,1,3,0,1,1,0,2.57444997
0,0,0,1.170732002,26,0,1,1,1,0,0,0.700539867
0,2,1,6.108269971,24,1,3,1,0,1,0,1.586289237
1,1,2,3.153220536,13,1,0,0,1,0,0,2.058575293
1,1,3,3.48020896,1,1,1,0,0,0,0,3.129640051
0,1,2,15.21518617,6,1,4,1,1,0,0,3.539198712
1,2,3,0.316761419,16,0,2,1,1,1,0,2.059966656
1,1,2,11.15620251,17,0,3,0,1,1,1,1.756035495
0,1,2,7.589227612,5,0,1,1,1,0,0,2.622601052
1,3,2,10.131,26,0,1,0,0,0,0,0.262861167
0,2,1,11.25660474,20,0,3,0,1,1,0,1.704415089
0,0,1,6.267353889,7,0,2,0,0,0,0,2.104449931
1,2,2,5.902177204,27,1,2,1,1,1,0,0.83751232
0,0,0,14.66803699,26,0,0,1,1,0,0,0.556828033
0,0,1,17.42553976,1,0,2,1,0,0,0,3.350130974
0,1,2,3.851632649,0,0,3,1,0,0,0,3.279646224
0,3,4,1.952375211,15,0,3,0,1,0,0,1.556328957
0,3,2,17.95591613,6,0,3,1,0,0,1,2.846378753
0,0,3,6.997909273,21,0,3,0,0,0,0,1.137899801
0,1,2,11.02634781,23,0,2,1,0,0,0,1.391787779
0,0,2,7.19086289,10,1,2,0,0,0,0,2.182795221
1,3,2,2.516046727,14,1,3,1,0,0,0,2.253871179
1,3,3,11.7866329,12,1,1,1,0,0,0,2.254020037
1,1,2,10.50281704,29,0,1,1,0,0,0,0.392549011
0,2,2,4.059871184,23,0,4,1,1,0,0,1.484857697
0,2,2,9.037380893,1,0,0,0,0,0,0,2.672093364
1,1,2,15.93895008,13,0,1,1,0,0,0,1.831511281
1,0,1,11.80852206,23,0,2,0,0,1,0,0.758182974
1,0,0,1.938346541,5,0,3,1,0,0,0,2.938175467
0,1,0,10.96042994,8,1,2,1,0,1,0,3.054924125
1,1,3,14.05476599,27,0,2,0,1,0,0,0.9175822
1,0,1,15.85406812,6,0,4,1,0,1,0,3.460884653
0,3,1,12.58235157,17,0,3,0,0,0,0,1.841907749
1,0,2,3.053163291,23,0,3,1,1,0,0,1.185985514
0,1,1,14.20346533,8,1,0,1,0,1,0,2.422230686
0,1,2,13.54683692,22,0,1,0,0,0,0,0.912660673
0,1,1,0.488537659,3,0,2,0,1,0,0,3.073304473
1,1,4,8.234953352,8,0,1,0,0,0,0,2.167282956
1,0,3,6.659004939,3,0,0,1,1,0,0,2.553864498
0,0,3,13.38824129,11,0,1,1,0,1,0,2.448602519
1,1,2,4.322716246,3,1,2,0,0,1,0,3.463239305
1,1,2,11.81743846,24,1,3,1,1,0,0,1.442868859
1,0,1,18.26411924,29,1,3,0,0,0,0,0.913127809
1,2,0,15.95604744,23,0,0,0,0,1,0,0.923753225
0,0,0,18.42915472,19,0,2,0,1,1,0,1.843597083
1,1,2,19.57011934,13,0,1,0,0,0,0,2.096645441
0,2,2,0.21340254,23,1,2,0,1,0,0,0.875367124
0,0,2,12.45482553,23,1,2,0,1,0,0,1.449000321
1,0,0,8.256787955,6,1,2,0,0,1,0,3.081193555
0,2,2,17.19708981,25,0,3,1,0,0,0,1.118752405
1,1,2,5.03629404,12,0,3,0,0,0,0,2.0622007
1,1,2,19.62058978,21,0,3,0,1,0,0,1.562911635
0,2,2,12.27415939,7,0,3,0,0,1,0,2.492838108
0,2,1,15.87074804,22,0,3,0,0,1,0,1.100172041
0,3,3,1.711991056,4,0,3,0,0,0,0,2.693598516
0,1,2,3.669157695,11,1,2,0,0,0,0,1.684842207
1,0,1,15.16807346,12,0,2,1,0,1,0,2.423585367
1,0,1,0.439730441,28,0,3,1,1,0,0,0.405052613
1,0,2,16.33755972,19,0,0,0,0,0,0,0.651340702
0,1,3,0.278980374,13,0,3,0,0,0,0,1.79485975
0,0,2,13.14237678,27,1,4,0,1,0,0,0.963631931
0,3,1,7.301878405,17,0,3,0,0,0,0,1.930782797
1,1,3,12.22989705,26,0,0,1,1,0,0,0.994334751
0,1,2,13.92062814,23,1,2,1,0,0,0,1.354327034
1,0,2,6.849504384,24,0,3,1,0,1,0,0.703573144
0,0,2,2.159248962,19,0,4,0,1,0,0,1.523945155
1,0,1,1.392917355,3,1,2,1,0,0,0,3.358694269
1,0,2,11.77872045,20,1,3,0,0,0,0,1.765695173
0,0,1,10.41310707,17,0,3,0,0,0,0,1.787402596
0,1,4,14.84402018,6,0,1,0,1,1,1,3.154023246
1,2,2,10.1947102,14,0,3,1,1,0,1,2.005144713
1,2,2,8.448915801,20,1,2,1,0,0,0,1.72075965
0,1,2,7.961743565,5,0,2,0,1,0,1,3.127056224
0,0,3,0.528938052,15,1,2,0,0,0,0,1.441918756
1,2,3,6.711144034,19,1,3,1,0,0,1,1.620921239
0,2,2,19.52040315,23,1,3,1,1,0,0,2.19621735
1,0,2,17.47111152,7,0,2,0,1,0,0,3.103075343
1,2,2,6.587561341,27,0,3,1,0,0,0,0.473623396
0,0,2,11.7559081,20,0,3,0,0,0,0,1.043865867
0,2,1,16.94593491,15,1,3,1,0,0,0,2.385530671
0,3,2,8.825486735,27,0,2,0,1,0,0,0.270110314
0,0,1,0.359157275,21,0,0,0,1,0,1,0.438981741
0,2,3,1.490209236,15,0,2,1,0,1,0,1.558059855
1,1,1,10.20785443,2,0,3,1,1,0,0,3.680961344
1,3,4,19.38878751,16,0,1,0,1,0,0,2.11058376
0,0,2,13.86419084,8,0,4,0,1,1,0,3.291540841
0,2,2,1.418323829,24,0,3,0,0,0,0,0.427763354
0,0,2,3.787217516,2,0,3,0,0,0,0,2.846487469
1,0,1,15.42646286,19,0,3,1,0,1,1,1.772355433
0,0,1,16.8287952,28,1,2,0,0,0,0,0.797517669
0,3,0,12.35389172,6,1,3,1,1,0,0,3.520931453
1,2,2,12.88846339,17,0,2,0,1,0,0,1.591365738
1,2,2,0.566749008,11,0,3,1,0,0,0,1.864073652
0,3,2,16.57060519,18,1,3,0,1,0,0,2.411840622
0,0,1,15.76550416,15,0,3,0,0,0,0,2.137692088
0,0,1,5.180702882,21,0,3,0,0,0,0,1.07333339
1,0,2,14.1735344,26,0,0,1,0,0,0,0.312479581
0,0,3,4.297092128,23,0,0,0,0,0,0,0.502226121
0,0,2,0.806603221,16,0,3,0,0,1,0,1.490308897
0,0,2,4.022730852,19,1,1,1,0,0,0,0.876544106
1,0,2,3.572577535,14,1,2,1,1,0,0,2.051919032
1,0,0,6.754959935,0,0,2,1,0,0,0,3.294332437
0,0,4,8.368989944,1,0,0,0,0,0,0,2.607839353
0,0,2,10.17077783,7,0,0,0,0,0,0,2.207001981
1,3,1,9.53507751,21,0,3,1,1,0,0,1.629355896
1,2,2,5.413492119,24,0,3,0,0,0,0,0.493741135
1,3,1,0.583413371,1,0,2,0,1,1,0,3.204313181
1,0,4,12.10203244,18,1,4,0,0,0,0,2.068111785
1,0,1,7.914896597,8,0,1,1,0,0,1,2.281345006
1,2,2,5.973443148,8,1,1,0,1,0,0,2.482172408
1,0,1,17.33882086,12,0,3,1,0,1,0,2.622179002
1,0,2,14.93486616,5,0,3,0,0,1,0,3.350591979
1,0,2,17.15531097,29,0,2,1,0,1,0,0.841175754
0,0,2,9.899655894,14,0,4,1,0,1,0,2.371982915
0,0,2,2.618625043,18,1,4,0,1,0,0,1.922591349
0,0,3,13.92442872,20,0,0,0,0,0,0,1.007517308
1,1,0,4.121475599,14,0,1,1,0,0,0,1.55387334
0,0,1,8.824593382,17,0,3,0,0,0,0,1.247692796
1,0,1,1.300015779,6,0,2,1,0,0,0,2.460743527
1,2,4,16.50616805,25,0,0,1,0,1,1,0.963340431
0,0,1,2.518812821,10,0,3,0,0,0,0,2.083697986
1,0,2,18.06195014,7,1,2,0,0,1,0,2.942198842
0,2,2,17.28461205,5,1,2,0,0,1,0,3.179450768
0,0,1,9.291655289,7,0,1,1,0,0,0,2.627337296
0,0,1,14.88736409,1,0,3,0,0,1,0,3.109493579
1,0,1,12.38890148,18,0,2,1,0,0,0,1.422917512
0,0,2,16.06151285,15,0,1,1,1,0,0,2.058204484
1,1,1,8.636102016,6,1,2,0,0,0,1,2.917010983
0,2,0,15.71616968,9,1,2,0,1,0,0,3.184442107
0,0,3,9.249136341,11,0,4,0,0,1,0,2.605375369
0,1,4,18.81931576,16,0,4,1,1,0,0,2.346025741
1,1,1,9.727442017,6,1,1,0,0,0,0,2.239463986
1,0,1,9.252385439,21,1,3,0,0,0,0,1.751163358
1,1,0,15.70143723,7,0,3,1,1,0,0,2.952721567
0,0,2,16.43155384,6,0,3,0,1,0,0,3.072136606
0,0,3,11.08978229,3,0,2,0,0,0,0,2.809311539
1,0,1,3.59595627,2,1,0,0,0,0,0,2.644059861
1,0,1,9.355164619,18,0,3,1,0,0,1,1.397429095
1,0,2,19.36145006,14,1,1,0,0,0,0,2.440060526
1,2,2,15.05972386,3,0,1,0,0,0,0,2.626819238
1,0,0,16.22325208,24,0,3,1,1,0,0,1.468428885
1,0,2,0.656509976,8,0,4,0,0,1,0,2.380666917
0,0,1,9.357189253,12,1,1,1,0,0,0,2.303453349
1,2,1,12.93242267,17,0,3,0,0,0,0,1.596128103
0,1,2,16.60065367,20,1,2,0,1,0,0,1.685389146
0,1,3,0.985473072,15,0,3,0,1,0,0,1.89700035
1,2,2,17.04877771,0,1,2,0,0,0,0,3.496776545
1,2,3,10.96801873,3,1,1,0,0,1,0,3.361230858
0,0,2,3.946279412,17,0,1,0,0,0,1,0.82170167
1,1,2,6.345104329,7,1,2,0,0,1,1,2.640476136
1,2,2,5.638591035,19,0,1,0,0,1,0,0.897216927
0,3,3,10.61718069,15,0,0,0,1,1,0,1.674676218
0,2,3,1.033713598,20,0,3,0,1,0,0,0.906353743
0,0,0,3.17072317,10,1,2,0,0,1,0,2.419028937
1,0,3,16.25386087,19,1,3,1,0,0,0,2.131447069
0,0,3,2.652079815,20,0,1,0,0,0,1,1.030802659
1,2,2,4.667925389,20,1,3,0,0,0,1,1.50951986
0,0,1,9.067412112,20,0,2,1,1,1,0,1.789239837
0,0,3,10.34241776,26,1,0,0,0,0,0,0.596417017
0,2,3,15.27220959,18,0,2,0,0,0,0,1.414555678
1,0,1,8.946648533,22,0,0,0,1,1,0,1.242176324
1,2,4,15.79729242,18,0,3,1,0,0,0,1.934783812
0,0,0,12.36692614,17,0,3,0,1,0,0,2.315769875
0,0,1,2.261994788,18,0,2,1,1,0,0,1.81861256
0,0,2,3.126628768,10,0,1,1,1,1,1,2.36312146
1,2,2,8.740674509,2,0,1,0,0,0,0,2.791339403
0,0,2,7.937787862,7,1,2,1,0,0,0,2.954534084
1,0,0,14.87088539,19,0,3,0,0,0,1,1.812887043
0,3,4,11.6147428,18,1,1,0,0,0,0,1.141456556
0,0,0,7.76266162,9,0,0,0,1,0,0,2.29536228
0,1,1,3.415205669,15,0,2,1,0,0,0,1.677100802
0,1,0,4.536742047,4,0,2,0,0,0,0,2.752163931
0,0,2,11.51002037,19,1,1,0,0,0,0,1.201444582
0,1,3,8.468776098,8,1,2,1,1,1,1,2.901185607
1,0,2,10.29855018,7,0,2,1,0,0,0,2.676827394
0,1,3,3.413548706,10,0,2,1,0,0,0,2.297639913
1,0,0,13.25812505,15,0,2,0,0,0,0,1.451441021
0,1,2,17.05077482,6,0,3,0,1,0,0,2.981786874
0,0,2,5.158790136,14,1,0,0,0,1,1,1.415221491
1,1,2,9.830284517,23,0,1,1,0,0,0,0.928539344
0,0,0,19.51054658,28,0,2,0,0,0,1,0.984031783
1,0,2,6.664834811,20,1,2,1,0,0,1,1.382935705
1,0,2,11.9009269,19,1,2,0,1,0,0,1.863899822
0,0,2,1.803914004,22,0,3,1,1,0,0,1.228428847
1,2,2,12.12030005,16,0,3,1,0,1,0,2.137393265
1,0,1,1.792635466,5,0,1,1,0,1,0,2.434532444
0,3,2,19.18470871,14,0,3,0,0,0,0,2.256488312
1,3,1,14.31325304,7,0,2,0,1,0,0,2.689155112
0,1,3,15.76319576,6,1,1,0,0,0,0,3.131235885
0,0,2,14.08208722,1,1,4,0,1,0,0,3.770283973
0,0,1,11.79458072,29,0,3,0,1,0,0,0.799591198
0,2,4,8.998255622,12,0,4,1,1,0,0,2.964668231
1,0,2,17.1674676,29,0,1,0,1,0,0,0.702760319
0,0,0,19.13671335,22,0,1,1,0,1,0,1.193617771
0,1,2,9.980723458,28,0,2,0,1,0,0,0.299951906
1,2,1,18.63070098,5,0,3,0,1,0,0,3.299578873
0,2,3,11.6666582,28,0,1,0,0,0,0,0.212367095
0,0,3,10.76768374,4,0,3,1,1,1,0,3.526125038
1,1,4,9.089654659,19,0,2,0,1,0,0,1.611737954
1,0,2,4.185755231,0,0,2,1,1,0,0,3.343050864
1,0,2,0.074393216,28,0,3,0,0,0,0,0.026468661
1,2,2,4.830124537,17,0,3,1,0,0,0,1.63640311
1,0,1,10.19446343,14,0,0,0,0,0,0,1.709701378
1,0,2,7.599199045,22,0,4,0,1,1,0,1.485111828
1,0,2,8.96970456,9,0,2,1,1,0,0,2.999409147
0,2,0,19.61296439,2,1,0,1,0,0,0,3.51541583
1,2,2,7.005447413,4,0,3,0,0,0,0,2.918139128
1,1,3,9.043658787,23,0,4,1,1,0,0,1.362233599
1,2,3,2.670311027,28,0,3,0,0,0,0,0.20506796
0,0,0,0.959154649,12,0,3,1,0,1,0,2.233239466
0,0,0,15.50819029,7,1,3,0,1,0,0,3.159302938
1,0,1,11.4136635,21,1,4,0,0,1,0,1.994611703
1,0,3,15.21409612,20,0,0,0,0,0,1,0.999088544
1,0,1,2.997255978,28,0,3,1,1,0,0,0.521955726
0,3,2,11.43657542,1,0,3,1,0,0,0,3.463687549
0,0,1,5.072849487,8,0,0,0,1,0,0,1.987964727
1,0,2,4.561236338,16,0,2,1,0,0,1,1.681904804
0,0,1,0.230520281,26,0,2,0,0,0,0,0.112635059
1,0,2,2.606814471,17,0,3,1,0,0,1,1.907983914
0,3,1,6.18536223,12,0,0,0,0,0,0,1.197933331
0,0,2,2.337575212,0,1,3,0,0,0,0,3.215272685
1,0,1,19.71716881,11,0,1,0,0,0,0,2.190269259
1,2,2,6.17265297,19,0,2,0,0,1,0,1.150966131
1,0,3,2.606478934,19,0,3,0,0,0,1,0.690151345
1,0,1,3.981646257,20,0,2,1,0,0,0,1.519955292
0,0,3,11.75406457,4,1,2,0,0,0,0,3.16898861
0,1,2,1.280870477,7,0,0,1,0,0,0,1.808164559
0,3,1,17.2486826,26,1,3,1,0,0,0,1.11587873
1,2,2,19.22999358,14,0,4,0,0,0,0,2.00330798
0,0,1,4.934948413,26,1,4,0,0,0,0,0.889714915
1,2,2,9.001905372,2,1,3,1,1,0,0,3.984673603
0,0,2,0.442689021,5,0,1,1,0,0,0,2.325434065
1,0,1,12.81420449,27,0,1,1,0,1,0,0.613316332
1,0,2,8.278521161,12,1,1,1,1,1,0,2.712229743
0,0,3,5.401169322,11,0,2,0,0,1,0,2.096616211
1,1,3,4.136742212,18,0,1,1,0,0,0,1.18306385
1,1,2,13.08046155,28,0,1,0,0,1,0,0.560174606
0,3,4,8.324340621,17,0,3,0,0,0,0,1.167425413
1,1,2,3.593185781,23,0,2,1,0,0,1,0.923181562
1,1,1,13.78218163,0,0,3,1,0,0,0,3.841286249
1,0,3,11.30144566,24,0,4,1,1,0,0,1.212880751
0,0,2,17.1734411,26,0,3,0,0,1,0,0.96214922
0,1,2,2.349517978,6,1,3,1,0,0,0,2.502009134
1,0,2,15.71333204,11,0,3,1,0,0,0,2.456223794
0,2,3,13.47033574,9,1,2,1,0,0,0,2.646556961
1,0,3,2.300218737,28,1,0,0,0,0,0,0.381768495
1,0,2,13.8964146,11,1,0,1,1,0,0,2.396139095
1,0,1,8.830945778,10,1,1,0,1,1,0,2.595648863
1,0,2,18.89969571,3,1,3,1,1,0,0,4
1,0,2,2.832227012,18,1,4,1,0,0,0,1.419522635
0,2,1,12.85666782,5,0,4,1,1,0,0,3.432684708
1,0,2,7.639600909,24,0,0,0,0,0,1,0.129306752
0,1,2,19.13629341,8,1,4,0,0,0,0,2.928948238
0,0,1,6.599497906,19,0,2,0,0,0,0,0.947133463
1,0,1,19.24371819,9,1,3,0,1,0,0,2.999544104
1,0,1,18.02971702,4,1,1,1,0,0,0,3.055386295
0,2,3,5.407664706,26,0,0,0,0,0,0,0
0,0,1,16.07083554,12,1,2,0,1,0,1,2.745858798
0,2,1,19.91208404,8,0,3,1,0,1,1,3.214628426
1,0,2,5.053260043,1,0,1,0,0,1,0,3.415413324
0,2,1,8.735543386,17,0,1,1,0,0,1,1.469389272
1,0,0,10.40361473,20,0,4,0,0,0,0,1.552112938
1,1,1,5.898622716,0,0,4,0,0,0,0,3.548459826
1,1,2,0.305296793,23,0,0,1,0,0,0,0.192625112
0,3,2,4.402584884,20,0,3,0,0,0,0,1.34899742
1,0,1,5.638737687,11,1,2,0,1,0,0,2.143105069
1,0,2,8.871994026,9,0,2,0,1,0,1,2.471386533
1,0,4,3.422049568,1,0,2,0,1,0,0,3.205425334
1,2,1,17.46508713,27,0,2,1,0,0,0,0.454114438
1,1,1,14.09822265,8,1,2,1,0,0,0,2.809833207
0,2,1,1.704009551,1,1,2,0,0,0,0,2.997505608
1,0,2,13.00184902,22,0,2,1,1,0,1,1.176189034
1,0,2,13.07312953,23,0,3,1,1,1,0,1.668924546
